solicitud_id,cliente_id,artista_id,campana_id,fecha_solicitud,hora_solicitud,canal_contacto,fuente_llegada,estilo_tatuaje,zona_cuerpo,tamano,monto_cotizado_clp,minutos_respuesta,estado_solicitud,etapa_pipeline,score_oportunidad
RES-0483,CLI-0474,ART-002,CAMP-AIEP-01,2026-06-02,13:00,WhatsApp,evento AIEP,tradicional,espalda,mediano,170000,267,confirmada,reserva confirmada,60
RES-0484,CLI-0246,ART-006,CAMP-AIEP-01,2026-06-14,15:00,Instagram,evento AIEP,geometrico color,hombro,pequeno,70000,99,pendiente,esperando respuesta cliente,18
RES-0485,CLI-0475,ART-002,CAMP-GO-01,2026-05-14,17:30,Instagram,Google,tradicional color,brazo,mediano,130000,74,pendiente,esperando respuesta cliente,29
RES-0486,CLI-0476,ART-001,CAMP-TK-01,2026-05-30,11:00,Instagram,TikTok,lettering color,costillas,mediano,160000,43,cancelada,perdida,34
RES-0487,CLI-0477,ART-006,CAMP-IG-01,2026-06-11,14:30,WhatsApp,Instagram,tradicional color,hombro,mediano,170000,112,pendiente,esperando respuesta cliente,36
RES-0488,CLI-0478,ART-003,CAMP-REF-01,2026-05-16,14:00,Instagram,recomendacion,minimalista,pierna,mediano,85000,60,pendiente,esperando respuesta cliente,25
RES-0489,CLI-0479,ART-001,CAMP-DIR-01,2026-06-06,09:00,WhatsApp,visita directa,minimalista,cuello,mediano,135000,92,pendiente,esperando respuesta cliente,30
RES-0490,CLI-0480,ART-006,CAMP-REF-01,2026-06-12,12:30,WhatsApp,recomendacion,blackwork color,mano/dedos,grande,330000,235,pendiente,esperando respuesta cliente,71
RES-0491,CLI-0481,ART-006,CAMP-DIR-01,2026-05-27,16:00,Instagram,visita directa,blackwork color,mano/dedos,mediano,170000,71,confirmada,reserva confirmada,60
RES-0492,CLI-0482,ART-006,CAMP-REF-01,2026-06-05,11:30,WhatsApp,recomendacion,geometrico,pierna,pequeno,50000,39,reagendada,reagendar fecha,24
RES-0493,CLI-0289,ART-005,CAMP-TK-01,2026-06-04,15:30,Instagram,TikTok,minimalista,muneca,grande,180000,330,reagendada,reagendar fecha,34
RES-0494,CLI-0483,ART-002,CAMP-REF-01,2026-06-11,14:30,WhatsApp,recomendacion,geometrico color,cuello,pequeno,50000,127,reagendada,reagendar fecha,24
RES-0495,CLI-0484,ART-005,CAMP-TK-01,2026-05-31,14:00,Instagram,TikTok,geometrico color,cuello,sesion larga,450000,228,contactar,pendiente de contacto,83
RES-0496,CLI-0485,ART-004,CAMP-RET-01,2026-05-20,09:00,Instagram,cliente recurrente,blackwork,pierna,grande,300000,68,confirmada,reserva confirmada,87
RES-0497,CLI-0486,ART-002,CAMP-TK-01,2026-05-23,09:30,WhatsApp,TikTok,geometrico,brazo,mediano,105000,108,pendiente,esperando respuesta cliente,19
RES-0498,CLI-0487,ART-001,CAMP-TK-01,2026-06-09,17:00,WhatsApp,TikTok,minimalista,costillas,grande,190000,47,pendiente,esperando respuesta cliente,40
RES-0499,CLI-0488,ART-001,CAMP-TK-01,2026-05-29,17:00,Instagram,TikTok,minimalista,pierna,sesion larga,260000,32,confirmada,reserva confirmada,76
RES-0500,CLI-0489,ART-001,CAMP-IG-01,2026-06-08,10:30,Instagram,Instagram,lettering,pecho,mediano,130000,119,confirmada,reserva confirmada,48
RES-0501,CLI-0490,ART-002,CAMP-DIR-01,2026-05-21,16:00,WhatsApp,visita directa,blackwork,espalda,mediano,115000,127,pendiente,esperando respuesta cliente,21
RES-0502,CLI-0447,ART-006,CAMP-TK-01,2026-06-06,09:30,Instagram,TikTok,blackwork color,muneca,mediano,160000,83,contactar,pendiente de contacto,34
RES-0503,CLI-0491,ART-005,CAMP-AIEP-01,2026-05-26,16:30,WhatsApp,evento AIEP,fine line,cuello,mediano,130000,235,contactar,pendiente de contacto,24
RES-0504,CLI-0492,ART-003,CAMP-GO-01,2026-05-27,17:30,WhatsApp,Google,fine line,antebrazo,mediano,85000,20,pendiente,esperando respuesta cliente,20
RES-0505,CLI-0493,ART-001,CAMP-TK-01,2026-06-16,14:00,WhatsApp,TikTok,fine line,espalda,mediano,95000,175,pendiente,esperando respuesta cliente,17
RES-0506,CLI-0494,ART-001,CAMP-DIR-01,2026-05-13,16:00,WhatsApp,visita directa,fine line,pierna,pequeno,50000,174,confirmada,reserva confirmada,38
RES-0507,CLI-0495,ART-006,CAMP-IG-01,2026-05-17,11:30,Instagram,Instagram,blackwork color,muneca,mediano,110000,162,confirmada,reserva confirmada,49
RES-0508,CLI-0496,ART-004,CAMP-RET-01,2026-06-12,15:00,WhatsApp,cliente recurrente,tradicional color,cuello,mediano,170000,85,confirmada,reserva confirmada,72
RES-0509,CLI-0497,ART-004,CAMP-TK-01,2026-05-21,10:30,WhatsApp,TikTok,tradicional color,muneca,pequeno,40000,265,confirmada,reserva confirmada,31
RES-0510,CLI-0498,ART-002,CAMP-RET-01,2026-05-15,10:00,WhatsApp,cliente recurrente,tradicional,brazo,pequeno,55000,100,contactar,pendiente de contacto,27
RES-0511,CLI-0499,ART-001,CAMP-IG-01,2026-05-22,14:30,WhatsApp,Instagram,fine line,pecho,mediano,140000,196,contactar,pendiente de contacto,25
RES-0512,CLI-0500,ART-005,CAMP-GO-01,2026-05-22,12:30,WhatsApp,Google,geometrico color,brazo,sesion larga,280000,60,confirmada,reserva confirmada,76
RES-0513,CLI-0501,ART-005,CAMP-RET-01,2026-06-10,15:00,WhatsApp,cliente recurrente,fine line,pecho,mediano,125000,186,contactar,pendiente de contacto,35
RES-0514,CLI-0502,ART-004,CAMP-GO-01,2026-06-07,17:00,Instagram,Google,tradicional color,antebrazo,grande,320000,149,pendiente,esperando respuesta cliente,59
RES-0515,CLI-0503,ART-005,CAMP-GO-01,2026-05-15,14:30,Instagram,Google,minimalista color,brazo,mediano,90000,56,pendiente,esperando respuesta cliente,21
RES-0516,CLI-0504,ART-002,CAMP-RET-01,2026-06-16,09:00,Instagram,cliente recurrente,blackwork,cuello,mediano,140000,261,confirmada,reserva confirmada,66
RES-0517,CLI-0080,ART-002,CAMP-TK-01,2026-05-15,17:30,Instagram,TikTok,blackwork,antebrazo,sesion larga,325000,322,reagendada,reagendar fecha,60
RES-0518,CLI-0505,ART-004,CAMP-IG-01,2026-05-17,13:30,Instagram,Instagram,blackwork,brazo,pequeno,40000,194,pendiente,esperando respuesta cliente,12
RES-0519,CLI-0506,ART-004,CAMP-REF-01,2026-06-19,13:30,WhatsApp,recomendacion,blackwork color,tobillo,sesion larga,320000,79,confirmada,reserva confirmada,93
RES-0520,CLI-0507,ART-004,CAMP-TK-01,2026-05-21,17:00,Instagram,TikTok,lettering,tobillo,pequeno,40000,205,contactar,pendiente de contacto,12
RES-0521,CLI-0508,ART-003,CAMP-DIR-01,2026-05-27,14:00,Instagram,visita directa,fine line,mano/dedos,pequeno,40000,197,pendiente,esperando respuesta cliente,12
RES-0522,CLI-0509,ART-005,CAMP-IG-01,2026-05-19,17:30,WhatsApp,Instagram,minimalista,costillas,pequeno,65000,92,confirmada,reserva confirmada,36
RES-0523,CLI-0510,ART-006,CAMP-AIEP-01,2026-05-22,14:30,Instagram,evento AIEP,geometrico,costillas,pequeno,55000,201,cancelada,perdida,15
RES-0524,CLI-0511,ART-001,CAMP-TK-01,2026-05-17,12:00,WhatsApp,TikTok,minimalista,pecho,grande,180000,150,confirmada,reserva confirmada,62
RES-0525,CLI-0512,ART-005,CAMP-GO-01,2026-06-17,13:00,WhatsApp,Google,minimalista,espalda,pequeno,40000,152,pendiente,esperando respuesta cliente,12
RES-0526,CLI-0513,ART-006,CAMP-IG-01,2026-05-20,17:30,WhatsApp,Instagram,geometrico color,cuello,grande,295000,45,confirmada,reserva confirmada,83
RES-0527,CLI-0514,ART-004,CAMP-REF-01,2026-05-29,10:00,Instagram,recomendacion,lettering,mano/dedos,pequeno,40000,246,confirmada,reserva confirmada,46
RES-0528,CLI-0062,ART-004,CAMP-IG-01,2026-05-13,16:00,Instagram,Instagram,lettering,hombro,mediano,90000,108,reagendada,reagendar fecha,16
RES-0529,CLI-0515,ART-004,CAMP-TK-01,2026-06-05,15:00,WhatsApp,TikTok,tradicional,costillas,pequeno,55000,84,confirmada,reserva confirmada,34
RES-0530,CLI-0516,ART-005,CAMP-TK-01,2026-06-13,14:30,Instagram,TikTok,fine line color,tobillo,grande,180000,113,confirmada,reserva confirmada,62
RES-0531,CLI-0517,ART-005,CAMP-GO-01,2026-05-17,14:00,WhatsApp,Google,geometrico,costillas,pequeno,70000,47,contactar,pendiente de contacto,18
RES-0532,CLI-0518,ART-001,CAMP-DIR-01,2026-06-03,14:30,Instagram,visita directa,fine line,pierna,pequeno,40000,82,pendiente,esperando respuesta cliente,12
RES-0533,CLI-0519,ART-006,CAMP-AIEP-01,2026-05-30,13:30,Instagram,evento AIEP,tradicional,muneca,mediano,85000,243,confirmada,reserva confirmada,44
RES-0534,CLI-0520,ART-004,CAMP-DIR-01,2026-06-05,11:00,WhatsApp,visita directa,blackwork color,tobillo,mediano,155000,75,confirmada,reserva confirmada,52
RES-0535,CLI-0521,ART-005,CAMP-AIEP-01,2026-06-16,11:00,WhatsApp,evento AIEP,minimalista,mano/dedos,mediano,90000,152,confirmada,reserva confirmada,45
RES-0536,CLI-0522,ART-002,CAMP-TK-01,2026-06-06,16:30,WhatsApp,TikTok,geometrico color,costillas,mediano,170000,132,pendiente,esperando respuesta cliente,31
RES-0537,CLI-0523,ART-006,CAMP-TK-01,2026-06-08,14:30,WhatsApp,TikTok,blackwork color,pierna,mediano,120000,177,confirmada,reserva confirmada,51
RES-0538,CLI-0524,ART-004,CAMP-REF-01,2026-06-09,09:30,Instagram,recomendacion,tradicional color,costillas,pequeno,80000,236,pendiente,esperando respuesta cliente,30
RES-0539,CLI-0525,ART-003,CAMP-GO-01,2026-05-28,11:30,Instagram,Google,fine line,antebrazo,sesion larga,260000,94,contactar,pendiente de contacto,52
RES-0540,CLI-0526,ART-005,CAMP-REF-01,2026-06-17,11:30,WhatsApp,recomendacion,fine line,tobillo,pequeno,40000,188,cancelada,perdida,22
RES-0541,CLI-0527,ART-005,CAMP-GO-01,2026-05-14,15:30,Instagram,Google,minimalista,costillas,mediano,105000,77,confirmada,reserva confirmada,48
RES-0542,CLI-0528,ART-002,CAMP-DIR-01,2026-06-11,10:30,Instagram,visita directa,blackwork color,espalda,sesion larga,450000,81,pendiente,esperando respuesta cliente,83
RES-0543,CLI-0529,ART-001,CAMP-DIR-01,2026-06-03,11:00,WhatsApp,visita directa,minimalista,pierna,pequeno,40000,30,pendiente,esperando respuesta cliente,12
RES-0544,CLI-0530,ART-001,CAMP-DIR-01,2026-06-04,09:00,Instagram,visita directa,fine line,muneca,grande,180000,198,confirmada,reserva confirmada,58
RES-0545,CLI-0531,ART-001,CAMP-RET-01,2026-05-22,13:00,Instagram,cliente recurrente,fine line,costillas,mediano,135000,215,confirmada,reserva confirmada,66
RES-0546,CLI-0532,ART-003,CAMP-IG-01,2026-05-18,14:30,WhatsApp,Instagram,fine line color,pecho,mediano,95000,75,pendiente,esperando respuesta cliente,22
RES-0547,CLI-0533,ART-005,CAMP-IG-01,2026-05-21,15:00,WhatsApp,Instagram,fine line color,muneca,pequeno,40000,114,confirmada,reserva confirmada,36
RES-0548,CLI-0534,ART-002,CAMP-GO-01,2026-06-09,15:00,WhatsApp,Google,tradicional color,muneca,sesion larga,315000,107,confirmada,reserva confirmada,82
RES-0549,CLI-0060,ART-006,CAMP-GO-01,2026-06-02,11:30,Instagram,Google,tradicional,brazo,pequeno,60000,121,confirmada,reserva confirmada,35
RES-0550,CLI-0535,ART-006,CAMP-REF-01,2026-06-02,13:00,WhatsApp,recomendacion,geometrico,espalda,pequeno,65000,187,pendiente,esperando respuesta cliente,27
RES-0551,CLI-0536,ART-006,CAMP-DIR-01,2026-05-29,10:00,WhatsApp,visita directa,tradicional color,espalda,mediano,170000,66,confirmada,reserva confirmada,60
RES-0552,CLI-0537,ART-001,CAMP-IG-01,2026-05-26,17:00,WhatsApp,Instagram,fine line,cuello,mediano,85000,163,confirmada,reserva confirmada,39
RES-0553,CLI-0538,ART-005,CAMP-TK-01,2026-05-16,12:00,WhatsApp,TikTok,fine line,pierna,mediano,135000,122,pendiente,esperando respuesta cliente,25
RES-0554,CLI-0539,ART-004,CAMP-IG-01,2026-06-18,16:30,WhatsApp,Instagram,lettering,brazo,mediano,105000,118,reagendada,reagendar fecha,24
RES-0555,CLI-0195,ART-003,CAMP-IG-01,2026-06-01,15:30,Instagram,Instagram,minimalista,pierna,mediano,105000,261,pendiente,esperando respuesta cliente,24
RES-0556,CLI-0540,ART-002,CAMP-TK-01,2026-06-14,11:30,Instagram,TikTok,tradicional color,pecho,grande,320000,232,pendiente,esperando respuesta cliente,58
RES-0557,CLI-0541,ART-003,CAMP-DIR-01,2026-06-15,12:00,Instagram,visita directa,fine line,hombro,mediano,85000,147,pendiente,esperando respuesta cliente,20
RES-0558,CLI-0542,ART-003,CAMP-TK-01,2026-06-15,13:30,WhatsApp,TikTok,geometrico color,hombro,pequeno,55000,66,pendiente,esperando respuesta cliente,15
RES-0559,CLI-0543,ART-006,CAMP-TK-01,2026-05-16,14:00,WhatsApp,TikTok,blackwork,costillas,pequeno,80000,199,pendiente,esperando respuesta cliente,20
RES-0560,CLI-0544,ART-004,CAMP-DIR-01,2026-06-18,11:30,Instagram,visita directa,blackwork,costillas,sesion larga,390000,201,confirmada,reserva confirmada,91
RES-0561,CLI-0545,ART-002,CAMP-IG-01,2026-05-16,17:30,WhatsApp,Instagram,blackwork color,pecho,mediano,155000,166,contactar,pendiente de contacto,28
RES-0562,CLI-0546,ART-001,CAMP-AIEP-01,2026-06-18,13:00,Instagram,evento AIEP,fine line,antebrazo,pequeno,40000,183,pendiente,esperando respuesta cliente,12
RES-0563,CLI-0547,ART-004,CAMP-IG-01,2026-06-16,11:00,WhatsApp,Instagram,tradicional color,muneca,mediano,150000,58,contactar,pendiente de contacto,32
RES-0564,CLI-0548,ART-002,CAMP-TK-01,2026-06-10,16:30,WhatsApp,TikTok,geometrico,cuello,mediano,135000,30,confirmada,reserva confirmada,49
RES-0565,CLI-0549,ART-001,CAMP-REF-01,2026-06-10,09:30,WhatsApp,recomendacion,fine line,espalda,grande,230000,43,pendiente,esperando respuesta cliente,57
RES-0566,CLI-0550,ART-005,CAMP-RET-01,2026-06-04,15:30,Instagram,cliente recurrente,minimalista,antebrazo,grande,185000,250,confirmada,reserva confirmada,71
RES-0567,CLI-0551,ART-004,CAMP-RET-01,2026-06-01,14:30,Instagram,cliente recurrente,lettering,brazo,pequeno,40000,58,reagendada,reagendar fecha,19
RES-0568,CLI-0552,ART-005,CAMP-TK-01,2026-06-16,17:00,WhatsApp,TikTok,geometrico,brazo,grande,180000,28,contactar,pendiente de contacto,38
RES-0569,CLI-0553,ART-003,CAMP-GO-01,2026-05-17,11:30,Instagram,Google,fine line,tobillo,pequeno,40000,129,pendiente,esperando respuesta cliente,12
RES-0570,CLI-0554,ART-005,CAMP-IG-01,2026-05-31,09:30,Instagram,Instagram,minimalista,antebrazo,mediano,110000,236,pendiente,esperando respuesta cliente,25
RES-0571,CLI-0555,ART-006,CAMP-IG-01,2026-05-17,15:30,WhatsApp,Instagram,blackwork color,pecho,pequeno,60000,122,confirmada,reserva confirmada,35
RES-0572,CLI-0475,ART-002,CAMP-GO-01,2026-05-31,15:00,Instagram,Google,blackwork,brazo,sesion larga,295000,57,confirmada,reserva confirmada,83
RES-0573,CLI-0556,ART-005,CAMP-IG-01,2026-05-19,16:00,WhatsApp,Instagram,geometrico color,tobillo,pequeno,40000,30,confirmada,reserva confirmada,36
RES-0574,CLI-0557,ART-004,CAMP-GO-01,2026-06-03,14:30,WhatsApp,Google,lettering color,costillas,mediano,110000,180,confirmada,reserva confirmada,49
RES-0575,CLI-0558,ART-006,CAMP-DIR-01,2026-05-29,14:30,WhatsApp,visita directa,tradicional color,costillas,mediano,170000,156,pendiente,esperando respuesta cliente,36
RES-0576,CLI-0559,ART-002,CAMP-IG-01,2026-05-18,14:30,WhatsApp,Instagram,geometrico,antebrazo,grande,265000,224,cancelada,perdida,44
RES-0577,CLI-0560,ART-003,CAMP-IG-01,2026-06-07,11:30,WhatsApp,Instagram,fine line color,espalda,pequeno,40000,203,reagendada,reagendar fecha,12
RES-0578,CLI-0561,ART-001,CAMP-GO-01,2026-06-07,12:00,WhatsApp,Google,fine line,brazo,grande,180000,35,confirmada,reserva confirmada,62
RES-0579,CLI-0562,ART-005,CAMP-AIEP-01,2026-05-16,15:30,WhatsApp,evento AIEP,geometrico,costillas,pequeno,45000,251,contactar,pendiente de contacto,13
RES-0580,CLI-0563,ART-006,CAMP-AIEP-01,2026-05-20,13:30,Instagram,evento AIEP,tradicional,pecho,pequeno,80000,128,contactar,pendiente de contacto,20
RES-0581,CLI-0564,ART-004,CAMP-AIEP-01,2026-06-09,16:30,WhatsApp,evento AIEP,lettering color,costillas,pequeno,60000,119,confirmada,reserva confirmada,40
RES-0582,CLI-0565,ART-006,CAMP-GO-01,2026-06-04,10:00,Instagram,Google,blackwork,tobillo,mediano,140000,279,pendiente,esperando respuesta cliente,25
RES-0583,CLI-0566,ART-006,CAMP-RET-01,2026-05-13,09:00,WhatsApp,cliente recurrente,blackwork,cuello,pequeno,75000,29,pendiente,esperando respuesta cliente,31
RES-0584,CLI-0567,ART-004,CAMP-TK-01,2026-05-23,12:00,Instagram,TikTok,tradicional color,pecho,mediano,125000,48,pendiente,esperando respuesta cliente,28
RES-0585,CLI-0568,ART-006,CAMP-RET-01,2026-05-27,10:30,WhatsApp,cliente recurrente,blackwork color,antebrazo,mediano,120000,20,confirmada,reserva confirmada,63
RES-0586,CLI-0569,ART-004,CAMP-IG-01,2026-05-13,10:00,Instagram,Instagram,blackwork color,antebrazo,mediano,100000,87,pendiente,esperando respuesta cliente,23
RES-0587,CLI-0570,ART-005,CAMP-DIR-01,2026-05-21,16:00,WhatsApp,visita directa,geometrico,pecho,pequeno,40000,110,confirmada,reserva confirmada,31
RES-0588,CLI-0571,ART-005,CAMP-RET-01,2026-06-08,14:00,WhatsApp,cliente recurrente,fine line,pecho,grande,180000,26,confirmada,reserva confirmada,74
RES-0589,CLI-0572,ART-005,CAMP-REF-01,2026-06-06,13:00,WhatsApp,recomendacion,geometrico,pecho,pequeno,40000,48,cancelada,perdida,17
RES-0590,CLI-0573,ART-001,CAMP-RET-01,2026-06-10,17:00,Instagram,cliente recurrente,fine line,antebrazo,sesion larga,260000,259,confirmada,reserva confirmada,83
RES-0591,CLI-0574,ART-002,CAMP-TK-01,2026-05-15,17:00,WhatsApp,TikTok,blackwork color,espalda,pequeno,55000,148,pendiente,esperando respuesta cliente,12
RES-0592,CLI-0575,ART-004,CAMP-TK-01,2026-06-18,10:00,Instagram,TikTok,blackwork,brazo,pequeno,40000,334,confirmada,reserva confirmada,36
RES-0593,CLI-0576,ART-001,CAMP-GO-01,2026-06-07,13:00,WhatsApp,Google,lettering,tobillo,grande,180000,61,pendiente,esperando respuesta cliente,29
RES-0594,CLI-0577,ART-005,CAMP-TK-01,2026-05-25,11:30,WhatsApp,TikTok,geometrico,brazo,pequeno,40000,88,cancelada,perdida,12
RES-0595,CLI-0578,ART-001,CAMP-TK-01,2026-06-11,10:00,WhatsApp,TikTok,lettering color,muneca,pequeno,40000,41,contactar,pendiente de contacto,12
RES-0596,CLI-0269,ART-005,CAMP-REF-01,2026-05-23,15:00,Instagram,recomendacion,fine line,brazo,mediano,85000,250,pendiente,esperando respuesta cliente,25
RES-0597,CLI-0579,ART-003,CAMP-DIR-01,2026-05-15,10:00,WhatsApp,visita directa,geometrico color,costillas,mediano,135000,18,contactar,pendiente de contacto,30
RES-0598,CLI-0580,ART-004,CAMP-AIEP-01,2026-06-06,16:30,WhatsApp,evento AIEP,blackwork,brazo,sesion larga,380000,43,reagendada,reagendar fecha,70
RES-0599,CLI-0581,ART-006,CAMP-AIEP-01,2026-06-14,09:30,WhatsApp,evento AIEP,tradicional color,tobillo,grande,190000,216,confirmada,reserva confirmada,64
RES-0600,CLI-0582,ART-002,CAMP-IG-01,2026-06-04,09:00,WhatsApp,Instagram,geometrico,pecho,pequeno,60000,157,contactar,pendiente de contacto,16
RES-0601,CLI-0583,ART-002,CAMP-TK-01,2026-06-06,10:00,WhatsApp,TikTok,tradicional,antebrazo,mediano,90000,249,contactar,pendiente de contacto,21
RES-0602,CLI-0584,ART-006,CAMP-GO-01,2026-06-13,14:30,WhatsApp,Google,geometrico,brazo,mediano,95000,51,confirmada,reserva confirmada,46
RES-0603,CLI-0585,ART-006,CAMP-RET-01,2026-05-13,16:00,WhatsApp,cliente recurrente,blackwork,mano/dedos,mediano,115000,77,confirmada,reserva confirmada,62
RES-0604,CLI-0586,ART-002,CAMP-DIR-01,2026-05-17,13:00,WhatsApp,visita directa,blackwork,cuello,mediano,110000,147,reagendada,reagendar fecha,20
RES-0605,CLI-0587,ART-005,CAMP-GO-01,2026-05-21,14:00,WhatsApp,Google,geometrico,espalda,mediano,100000,40,contactar,pendiente de contacto,23
RES-0606,CLI-0588,ART-001,CAMP-IG-01,2026-05-27,09:00,Instagram,Instagram,minimalista,cuello,sesion larga,315000,187,pendiente,esperando respuesta cliente,53
RES-0607,CLI-0589,ART-003,CAMP-IG-01,2026-06-13,13:00,WhatsApp,Instagram,fine line,muneca,mediano,85000,242,contactar,pendiente de contacto,20
RES-0608,CLI-0590,ART-004,CAMP-DIR-01,2026-05-23,12:00,WhatsApp,visita directa,blackwork,pecho,grande,200000,41,confirmada,reserva confirmada,65
RES-0609,CLI-0591,ART-003,CAMP-IG-01,2026-06-16,10:30,WhatsApp,Instagram,geometrico color,mano/dedos,mediano,100000,91,confirmada,reserva confirmada,47
RES-0610,CLI-0592,ART-005,CAMP-AIEP-01,2026-05-15,11:30,Instagram,evento AIEP,minimalista,tobillo,pequeno,40000,284,pendiente,esperando respuesta cliente,12
RES-0611,CLI-0593,ART-006,CAMP-TK-01,2026-05-22,12:30,Instagram,TikTok,tradicional color,hombro,sesion larga,405000,255,pendiente,esperando respuesta cliente,75
RES-0612,CLI-0594,ART-003,CAMP-AIEP-01,2026-05-22,14:00,WhatsApp,evento AIEP,minimalista,mano/dedos,pequeno,40000,92,pendiente,esperando respuesta cliente,12
RES-0613,CLI-0595,ART-002,CAMP-DIR-01,2026-06-06,10:30,WhatsApp,visita directa,geometrico,muneca,pequeno,45000,103,confirmada,reserva confirmada,32
RES-0614,CLI-0596,ART-002,CAMP-AIEP-01,2026-06-19,17:30,WhatsApp,evento AIEP,geometrico,antebrazo,mediano,125000,20,cancelada,perdida,28
RES-0615,CLI-0597,ART-005,CAMP-AIEP-01,2026-06-15,14:00,WhatsApp,evento AIEP,geometrico color,pecho,pequeno,80000,51,confirmada,reserva confirmada,44
RES-0616,CLI-0598,ART-002,CAMP-IG-01,2026-06-17,15:30,Instagram,Instagram,tradicional,cuello,sesion larga,290000,375,confirmada,reserva confirmada,82
RES-0617,CLI-0599,ART-003,CAMP-IG-01,2026-06-17,12:30,Instagram,Instagram,minimalista,costillas,grande,180000,38,cancelada,perdida,33
RES-0618,CLI-0010,ART-003,CAMP-AIEP-01,2026-05-27,14:30,Instagram,evento AIEP,fine line,espalda,pequeno,40000,88,confirmada,reserva confirmada,31
RES-0619,CLI-0600,ART-003,CAMP-RET-01,2026-06-07,12:00,WhatsApp,cliente recurrente,geometrico,costillas,pequeno,60000,239,cancelada,perdida,28
RES-0620,CLI-0601,ART-001,CAMP-IG-01,2026-05-16,15:00,WhatsApp,Instagram,fine line,tobillo,grande,180000,165,reagendada,reagendar fecha,33
RES-0621,CLI-0602,ART-001,CAMP-AIEP-01,2026-05-22,09:00,WhatsApp,evento AIEP,lettering color,cuello,grande,185000,153,confirmada,reserva confirmada,63
RES-0622,CLI-0603,ART-004,CAMP-IG-01,2026-05-20,10:30,WhatsApp,Instagram,lettering color,hombro,mediano,120000,170,confirmada,reserva confirmada,46
RES-0623,CLI-0604,ART-004,CAMP-GO-01,2026-06-11,16:00,Instagram,Google,blackwork color,pierna,mediano,120000,213,confirmada,reserva confirmada,46
RES-0624,CLI-0605,ART-002,CAMP-GO-01,2026-06-05,09:00,WhatsApp,Google,geometrico,tobillo,grande,245000,179,confirmada,reserva confirmada,70
RES-0625,CLI-0606,ART-005,CAMP-GO-01,2026-06-10,16:30,WhatsApp,Google,minimalista,pecho,mediano,85000,46,pendiente,esperando respuesta cliente,15
RES-0626,CLI-0607,ART-002,CAMP-IG-01,2026-05-23,15:00,Instagram,Instagram,tradicional color,mano/dedos,mediano,165000,81,cancelada,perdida,35
RES-0627,CLI-0608,ART-004,CAMP-RET-01,2026-06-08,11:00,Instagram,cliente recurrente,blackwork color,muneca,mediano,85000,74,confirmada,reserva confirmada,51
RES-0628,CLI-0609,ART-002,CAMP-GO-01,2026-05-15,17:00,WhatsApp,Google,geometrico,tobillo,grande,180000,45,confirmada,reserva confirmada,57
RES-0629,CLI-0610,ART-005,CAMP-TK-01,2026-05-13,09:30,WhatsApp,TikTok,fine line,costillas,pequeno,65000,153,cancelada,perdida,17
RES-0630,CLI-0611,ART-001,CAMP-RET-01,2026-06-05,16:00,WhatsApp,cliente recurrente,lettering color,pecho,sesion larga,290000,44,pendiente,esperando respuesta cliente,66
RES-0631,CLI-0612,ART-005,CAMP-GO-01,2026-05-28,09:00,WhatsApp,Google,minimalista color,pierna,mediano,90000,20,confirmada,reserva confirmada,45
RES-0632,CLI-0613,ART-002,CAMP-IG-01,2026-05-28,13:00,WhatsApp,Instagram,blackwork,cuello,pequeno,80000,102,pendiente,esperando respuesta cliente,20
RES-0633,CLI-0614,ART-004,CAMP-TK-01,2026-05-27,12:00,WhatsApp,TikTok,blackwork,pierna,mediano,85000,73,pendiente,esperando respuesta cliente,20
RES-0634,CLI-0615,ART-001,CAMP-TK-01,2026-06-02,16:30,Instagram,TikTok,minimalista,tobillo,pequeno,40000,134,pendiente,esperando respuesta cliente,12
RES-0635,CLI-0616,ART-005,CAMP-DIR-01,2026-05-30,13:30,WhatsApp,visita directa,minimalista,pecho,mediano,130000,90,pendiente,esperando respuesta cliente,29
RES-0636,CLI-0617,ART-003,CAMP-GO-01,2026-05-20,15:00,WhatsApp,Google,fine line,espalda,mediano,100000,130,pendiente,esperando respuesta cliente,23
RES-0637,CLI-0575,ART-002,CAMP-IG-01,2026-05-24,13:30,Instagram,Instagram,tradicional color,antebrazo,mediano,140000,249,contactar,pendiente de contacto,30
RES-0638,CLI-0618,ART-001,CAMP-IG-01,2026-05-19,17:30,Instagram,Instagram,fine line color,pierna,grande,240000,193,confirmada,reserva confirmada,69
RES-0639,CLI-0619,ART-001,CAMP-IG-01,2026-06-07,15:00,WhatsApp,Instagram,lettering,pierna,grande,180000,43,confirmada,reserva confirmada,62
RES-0640,CLI-0620,ART-003,CAMP-RET-01,2026-06-02,15:00,WhatsApp,cliente recurrente,minimalista color,hombro,grande,180000,176,confirmada,reserva confirmada,69
RES-0641,CLI-0621,ART-002,CAMP-DIR-01,2026-06-11,11:00,WhatsApp,visita directa,geometrico,hombro,grande,290000,68,confirmada,reserva confirmada,78
RES-0642,CLI-0622,ART-002,CAMP-IG-01,2026-06-19,10:30,WhatsApp,Instagram,blackwork,antebrazo,pequeno,60000,115,cancelada,perdida,16
RES-0643,CLI-0623,ART-006,CAMP-DIR-01,2026-06-08,12:30,WhatsApp,visita directa,tradicional color,cuello,mediano,170000,135,cancelada,perdida,31
RES-0644,CLI-0624,ART-001,CAMP-TK-01,2026-05-22,14:30,WhatsApp,TikTok,fine line,pecho,pequeno,40000,46,confirmada,reserva confirmada,36
